ID,Name,ProgramType,Address1,Address2,City,StateAbbr,StateName,Zip,Phone,GeneralEmail,Fax,WebSiteUrl,Latitude,Longitude,Distance,OpenHour,CenterIsOpen,CenterStatus,WhyClosed,IsValid,ServiceMessage,ContactName,ContactEmail,ContactPhone
31602061,Birmingham Career Center,Comprehensive Center,3216 4th Avenue South,,Birmingham,AL,Alabama,35222,205-582-5200,,205-582-5200,https://www.facebook.com/birminghamcareercenter,33.5175,-86.78505,,"Monday - Friday, 8:00am - 5:00pm",Y,,,1,,Kimberlie Holtman,Kimberlie.Holtman@alcc.alabama.gov,205-582-5249
32801514,The Dannon Project - Re-Entry Programs,Youth Service Provider,2324 5th Avenue North,,Birmingham,AL,Alabama,35203,205-202-4072,,,https://dannonproject.org/re-entry-programs/,33.51823425,-86.8081131,,,,,,3,Programs for justice-impacted job seekers,,,
32746299,The Dannon Project - Youth Program,Youth Service Provider,2324 5th Avenue North,,Birmingham,AL,Alabama,35203,205-202-4072,,,https://dannonproject.org/youth-development-program/,33.51823425,-86.8081131,,,,,,3,,Kerri Pruitt,kerri@dannonproject.org,
32801517,The Lovelady Center,Youth Service Provider,7916 2nd Avenue South,,Birmingham,AL,Alabama,35206,205-833-7410,,205-833-9997,https://www.loveladycenter.org/recovery-program/,33.564016,-86.723145,,,,,,1,Programs for justice-impacted job seekers,,,
31602083,Brewton Career Center,Affiliate Center,1023 Douglas Avenue,Suite 314,Brewton,AL,Alabama,36426,251-867-4376,brewton@alcc.alabama.gov,251-867-5798,https://www.swapte.org/brewton-career-center,31.121454,-87.068847,,Monday - Friday 8am - 5pm,Y,,,1,,Tekeesha Hawthorne,tekeesha.hawthorne@alcc.alabama.gov,251-867-4376
32746292,Escambia Hope Place Family Resource Center,Youth Service Provider,212 St. Joseph Ave,,Brewton,AL,Alabama,36426,251-867-4686,,251-867-3937,https://ssl.acesag.auburn.edu/directory-new/officeResults.php?pun=5962,31.1070164516942,-87.0691286268538,,,,,,1,,Vicki Fussell,,251-867-4686
32747797,Pickens County Community Action Committee and Development,Youth Service Provider,71 Lakeside St.,,Carrollton,AL,Alabama,35442,205-367-8166,,,https://www.caapickens.org/services/youth-projects,33.2573943,-88.0897345,,,,,,1,,,,
69659,Alabama Career Center - Cullman,Comprehensive Center,"1201 Katherine Street, NW",,Cullman,AL,Alabama,35055,256-734-5580,cullman@alcc.alabama.gov,256-734-6460,https://alabamaworks.alabama.gov/vosnet/default.aspx,34.1808672526937,-86.8500348502827,,Monday - Friday 7:30am - 4:30pm,Y,,,1,,Kelley Taylor,kelley.taylor@alcc.alabama.gov,256-734-5580
12114956,Decatur Career Center,Affiliate Center,"1819 Bassett Avenue, South East",,Decatur,AL,Alabama,35601,256-355-0142,decatur@alcc.alabama.gov.,256-355-0174,https://www.northalabamaworks.com/career-centers/,34.577852,-86.977751,,7:45am-4:45pm Mon-Fri,Y,,,1,,Lara (Summer) Morgan,lara.morgan@alcc.alabama.gov,256-355-0142 ext.85304
32510141,Demopolis Career Center,Comprehensive Center,1074 Bailey Drive,,Demopolis,AL,Alabama,36732,334-289-0202,demopolis@alcc.alabama.gov,334-289-8024,https://westalabamaworks.com/career-pathways/career-centers,32.505052,-87.825692,,7:30am-4:30pm Mon-Fri,Y,,,1,,Blake Barton,Blake.barton@alcc.alabama.gov,334-289-0202 ext.85311
1212859,Dothan Career Center,Comprehensive Center,787 Ross Clark Circle,,Dothan,AL,Alabama,36303,334-792-2121,dothan@alcc.alabama.gov,334-792-2124,https://alabamaworks.alabama.gov/vosnet/ContactUs.aspx?tab=2,31.227568,-85.360209,,7:30-4:30 Mon-Fri,Y,,,1,,Kathy Patterson,Kathy.Patterson@alcc.alabama.gov,334-792-2121 ext.853314
32746280,Saliba Center - Lafayette Street,Youth Service Provider,545 W Main Street,301 West Lafayette Street,Dothan,AL,Alabama,36301,334-712-1542,,,https://www.salibacenter.org/,31.2249726859305,-85.399284499194,,,,,,1,,Jim Hartnett,jhartnett@salibacenter.org,334-712-0090
32820052,Saliba Center - Main Street,Youth Service Provider,545 West Main Street,,Dothan,AL,Alabama,36301,,,,https://www.salibacenter.org/,31.18119049,-85.39813995,,,,,,3,,,,
48297,Enterprise Career Center,Affiliate Center,2021 Boll Weevil Circle,,Enterprise,AL,Alabama,36330,334-347-0044,enterprise@alcc.alabama.gov,334-393-0958,https://alabamaworks.alabama.gov/vosnet/ContactUs.aspx?tab=2,31.324677,-85.88952,,7:30-4:30  Mon-Fri,Y,,,1,,Mandy Waters,mandy.waters@alcc.alabama.gov,334-347-0044
32746295,Regional Alliance 4 Children,Youth Service Provider,P.O. Box 311206,,Enterprise,AL,Alabama,36331,334-894-6322,,,https://www.pathway-inc.com/diversion-program,31.3154,-85.85256,,,,,,1,Programs for justice-impacted job seekers,Jeannie Bryan,bryanjds@aol.com,334-393-3789
32747796,Eufaula Housing Authority - YouthBuild,Youth Service Provider,830 South Randolph,,Eufaula,AL,Alabama,36027,334-232-4203,info@eufaulahousing.com,,https://www.eufaulahousing.com/youthbuild,31.8847350427785,-85.142177043491,,,,,,1,Programs for justice-impacted job seekers,,,
32746296,Reid State Technical College,Youth Service Provider,PO Box 588,,Evergreen,AL,Alabama,36401,251-578-1313,bbryant@rstc.edu,,https://www.rstc.edu/programs,31.4532,-86.9396,,,,,,3,Programs for justice-impacted job seekers,Coretta Boykin,cboykin@rstc.edu,251-578-1313
32820053,Bevill State Community College - Fayette,Youth Service Provider,2631 Temple Avenue N,,Fayette,AL,Alabama,35555,800-648-3271,,,https://www.bscc.edu/programs/workforce-solutions/second-opportunity-system,33.725396,-87.818512,,,,,,1,Programs for justice-impacted job seekers,,,
32513579,Fayette Career Center,Affiliate Center,2631 Temple Avenue North,Room 37-B,Fayette,AL,Alabama,35555,205-303-6030,fayette@alcc.alabama.gov,205-303-6031,https://www.facebook.com/fayettecareercenter,33.724618,-87.815522,,Mon - Fri 8am - 5:00pm,Y,,,1,,Kayla Christian,Kayla.Christian@alcc.alabama.gov,205-303-6030 ext.75552
32510144,Foley Career Center,Affiliate Center,200 West Michigan Avenue,,Foley,AL,Alabama,36535,251-943-1575,foley@alcc.alabama.gov,251-943-8867,https://www.swapte.org/foley-career-center,30.392143,-87.685587,,8:00-4:30 Mon-Fri,Y,,,1,,Nina Baldwin,nina.baldwin@alcc.alabama.gov,251-943-1575 ext.85451
32765621,Fort Deposit Career Center,Affiliate Center,11 Milner Street,Public Library,Fort Deposit,AL,Alabama,36032,334-404-4400,Montgomery@alcc.alabama.gov,334-382-9066,,31.9871735738997,-86.5791079998179,,First and Third Wednesday 8:00AM- 4:00PM,Y,,,1,,Lavaundra Thomas,lavaundra.thomas@alcc.alabama.gov,334-286-1746
262,Gadsden Career Center,Affiliate Center,216 North 5th Street,,Gadsden,AL,Alabama,35901,256-546-4667,gadsden@alcc.alabama.gov,256-546-6603 or 256-546-3369,https://alabamaworks.alabama.gov/vosnet/ContactUs.aspx?tab=4,34.014665,-86.004035,,8:00am-5:00pm Mon-Fri,Y,,,1,,Christie Hagan,christie.hagan@alcc.alabama.gov,256-546-4667 ext.85504
32746286,Butler County Schools,Youth Service Provider,211 School Highlands Rd,,Greenville,AL,Alabama,36037,334-382-2665,,,https://www.butlerco.k12.al.us/,31.815276383868,-86.6287580363535,,,,,,1,,Rheta McClain,Rheta.McClain@butlerco.k12.al.us,334-382-2665
32513580,Haleyville Career Center,Affiliate Center,2010 9th Avenue North,,Haleyville,AL,Alabama,35565,205-486-4154,Hamilton@alcc.alabama.gov,205-486-4157,https://alabamaworks.alabama.gov/vosnet/ContactUs.aspx?tab=2,34.226466,-87.624072,,8:00am-4:30pm Monday ONLY 1st & 3rd,Y,,,1,,Judson Mize,Judson.Mize@alcc.alabama.gov,205-921-5672 ext.85527
32820054,Bevill State Community College - Hamilton,Youth Service Provider,1481 Military Street S,,Hamilton,AL,Alabama,35570,800-648-3271,,,https://www.bscc.edu/programs/workforce-solutions/second-opportunity-system,34.123302,-87.988665,,,,,,1,Programs for justice-impacted job seekers,,,
31264100,Hamilton Career Center,Affiliate Center,1481 Military Street South,,Hamilton,AL,Alabama,35570,205-921-5672,Hamilton@alcc.alabama.gov,205-921-1127,https://www.facebook.com/HamiltonCareer/,34.132684,-87.990116,,7:30 am - 4:30 pm Mon-Fri,Y,,,1,,Judson Mize,Judson.Mize@alcc.alabama.gov,205-921-5672 ext.85527
32765622,Hayneville Career Center,Affiliate Center,22 Washington Street N,Family Guidance Center,Hayneville,AL,Alabama,36040,334-548-6307,Montgomery@alcc.alabama.gov,334-288-7286,https://alabamaworks.alabama.gov/vosnet/ContactUs.aspx?tab=2,32.1844275,-86.57985967,,First and Third Thursday 8:30AM -4:00PM,Y,,,1,,Ebony Moore,Ebony.S.Moore@alcc.alabama.gov,334-286-1746
14116,Alabama Career Center - Huntsville,Comprehensive Center,2535 Sparkman Drive,,Huntsville,AL,Alabama,35810,256-851-0537,huntsville.careercenter@alcc.alabama.gov,256-851-8278,https://alabamaworks.alabama.gov/vosnet/ContactUs.aspx?tab=2,34.763238,-86.596683,,7:45-4:45  Mon-Fri,Y,,,1,,Kim Reynolds,kimberly.reynolds@alcc.alabama.gov,256-851-0537
32820056,Huntsville-Madison County Mental Health Board,Youth Service Provider,4040 S Memorial Pkwy,,Huntsville,AL,Alabama,35802,256-705-6339,sherman_dailey@yahoo.com,,,34.68007923,-86.57700741,,,,,,2,,,,
9865,Jackson Career Center,Affiliate Center,205 Walker Springs Road,,Jackson,AL,Alabama,36545,251-246-2453,jackson@alcc.alabama.gov,251-246-4797,https://www.swapte.org/jackson-career-center,31.5576941801381,-87.8746187392053,,7:30am-4:30pm Mon-Fri,Y,,,1,,Kimberly Lee,Kimberly.Lee@alcc.alabama.gov,251-246-2453 ext.85584
32746285,Bevill State Community College - Jasper,Youth Service Provider,1411 Indiana Avenue,,Jasper,AL,Alabama,35501,800-648-3271,,,https://www.bscc.edu/programs/workforce-solutions/second-opportunity-system,33.836297,-87.267,,,,,,1,Programs for justice-impacted job seekers,Max Weaver,max@bscc.edu,205-387-0511 ext. 5138
32510248,Jasper Career Center,Affiliate Center,2604 Viking Drive,,Jasper,AL,Alabama,35501,205-221-2576,jasper@alcc.alabama.gov,205-221-4595,https://www.facebook.com/Jasper.AL.Career.Center/about/?entry_point=page_nav_about_item&tab=overview,33.8409,-87.245162,,Mon-Fri  8:00am-4:30pm,Y,,,1,,Jan McAllister,janet.mcallister@alcc.alabama.gov,202-221-2576
32765623,Livingston Career Center,Affiliate Center,201 Monroe St.,,Livingston,AL,Alabama,35470,334-289-0202,,334-289-8024,,32.58456,-88.188893,,Tuesday 9:00AM-4:00PM,Y,,,1,,Blake Barton,blake.barton@alcc.alabama.gov,334-289-0202
32746300,West-Mid Alabama Community Development Corporation,Youth Service Provider,105 E Main Street,,Livingston,AL,Alabama,35470,205-799-1485,,,,32.5850699470345,-88.1925699098631,,,,,,2,,Marilyn Armistead,wmacdc@gmail.com,205-799-1485
158509,Mobile  Career Center,Comprehensive Center,515 Springhill Plaza Court,,Mobile,AL,Alabama,36608,251-461-4146,Mobile@alcc.alabama.gov,251-461-4443,https://www.swapte.org/alabama-career-center,30.70536,-88.12446,,"Monday - Friday, 8:00am - 5:00pm",Y,,,1,,Laura Bethea,lbethea@swapte.org,251-432-0909
32801513,Aid to Inmate Mothers - Reconnect Program,Youth Service Provider,660  Morgan Avenue,,Montgomery,AL,Alabama,36104,334-262-2245,,,https://inmatemoms.org/programs/clothing-closet/,32.366431,-86.316037,,,,,,1,Programs for justice-impacted job seekers,,,
32746290,Family Guidance Center of Alabama,Youth Service Provider,2358 Fairlane Drive,,Montgomery,AL,Alabama,36116,334-270-4100,jchristensen@familyguidancecenter.org,334-270-4104,https://www.familyguidancecenter.org/,32.3348497221073,-86.2330230507624,,,,,,1,,Sue Barrett,sbarrett@familyguidancecenter.org,334-270-4100
32801515,"Renascence, Inc. - Re-entry Programs",Youth Service Provider,215 Clayton Street,,Montgomery,AL,Alabama,36104,334-832-1402,renascenceinc@outlook.com,,https://www.facebook.com/renascenceinc/,32.373188,-86.31264,,,,,,1,Programs for justice-impacted job seekers,,,
32746298,Second Chance Foundation,Youth Service Provider,810 Cedar Street,,Montgomery,AL,Alabama,36106,334-263-9733,info@2ndchanceal.com,,https://2ndchance.org/service/ged-work-readiness/,32.37079,-86.2897,,,,,,1,Programs for justice-impacted job seekers,Trinidy Thomas,trinidy.thomas@2ndchanceal.com,334-263-9733
32746521,Department of Youth Services District 210,Youth Service Provider,1000 Industrial School Road,,Mount Meigs,AL,Alabama,36057,,web.info@dys.alabama.gov,334-215-3857,https://dys.alabama.gov/dys-school-district,32.3625,-86.1019,,,,,,3,Programs for justice-impacted job seekers,Dr. SoJuan N. Crenshaw,Sojuan.crenshaw@dys.alabama.gov,334-215-3851
32746294,Northwest-Shoals Community College - Youth Success Program,Youth Service Provider,800 George Wallace Blvd,PO Box 2545,Muscle Shoals,AL,Alabama,35662,256-331-5200,nwscc@nwscc.edu,,https://nwscc.edu/explore-programs/special-programs/youth-success-program/,34.740019,-87.67768,,,,,,1,,Cindy Statom,cindy.statom@nwscc.edu,256-331-5323
32591483,Oneonta Career Center,Affiliate Center,728 2nd Ave. E.,Suite B,Oneonta,AL,Alabama,35121,205-687-9140,oneonta@alcc.alabama.gov,205-687-9141,https://www.facebook.com/OneontaCareerCenter/,33.951395,-86.469858,,"8:00am - 4:30pm, Monday - Friday",Y,,,1,,Shirley King,Shirley.King@alcc.alabama.gov,205-338-5440
32513582,Pell City Career Center,Affiliate Center,311 Miles Parkway,Suite 102; PO Box 1045,Pell City,AL,Alabama,35125,205-338-5440,pellcity.cc@alcc.alabama.gov,205-338-5443,https://alabamaworks.alabama.gov/vosnet/ContactUs.aspx?tab=2,33.602278,-86.266318,,8:00am-5:00pm Mon through Fri,Y,,,1,,Shirley King,Shirley.King@alcc.alabama.gov,205-338-5440
32513584,Phil Campbell Career Center,Affiliate Center,2080 College Road,NW Shoals Community College,Phil Campbell,AL,Alabama,35581,256-331-6285,hamilton@alcc.alabama.gov,256-331-6202,https://alabamaworks.alabama.gov/vosnet/ContactUs.aspx?tab=2,34.345516,-87.729592,,8:00-4:30 Wed ONLY (First Wed in month),Y,,,1,,Judson Mize,Judson.Mize@alcc.alabama.gov,205-921-5672 ext.85527
32513585,Roanoke Career Center,Affiliate Center,3928 Hwy 431,,Roanoke,AL,Alabama,36274,256-414-6200,Roanoke@alcc.alabama.gov,256-414-6201,https://alabamaworks.alabama.gov/vosnet/ContactUs.aspx?tab=2,33.150415,-85.3588,,"8:00 am to 4:30 pm, Monday-Friday",Y,,,1,,Logan Palmer,Logan.Palmer@alcc.alabama.gov,256-414-6200
32513586,Scottsboro Career Center,Affiliate Center,23123 John T. Reid Parkway,,Scottsboro,AL,Alabama,35769,256-672-6030,Scottsboro@alcc.alabama.gov,,https://alabamaworks.alabama.gov/vosnet/ContactUs.aspx?tab=2,34.650381,-86.029094,,8:00 am to 12noon and 1:00pm to 5:00 pm Mon-Fri,Y,,,1,,Jeff Helton,jeff.helton@alcc.alabama.gov,256-672-6030
57697,Selma Career Center,Affiliate Center,1112 Water Avenue,,Selma,AL,Alabama,36703,334-872-0471,selma@alcc.alabama.gov,334-872-4355,https://alabamaworks.alabama.gov/vosnet/default.aspx,32.406644,-87.018974,,8:00am-5:00pm Mon-Fri,Y,,,1,,Vivian Black,vivian.black@alcc.alabama.gov,334-872-0471
9745,Sheffield Career Center,Affiliate Center,500 South Montgomery Avenue,Suite 102,Sheffield,AL,Alabama,35660,256-383-5610,sheffield@alcc.alabama.gov,256-383-4983,https://alabamaworks.alabama.gov/vosnet/ContactUs.aspx?tab=4,34.753338,-87.698844,,8:00 – 4:30  Mon-Fri,Y,,,1,,LaTonya Cox (Youth Success Program- In-School Youth),latonya.cox@alcc.alabama.gov,256-383-5610 ext.85903
32820055,Bevill State Community College - Sumiton,Youth Service Provider,101 State Street,,Sumiton,AL,Alabama,35148,800-648-3271,,,https://www.bscc.edu/programs/workforce-solutions/second-opportunity-system,33.75312805,-87.04434204,,,,,,3,Programs for justice-impacted job seekers,,,
88221,Talladega Career Center,Affiliate Center,1005 South Street East,,Talladega,AL,Alabama,35160,256-521-0500,Talladega@alcc.alabama.gov,256-521-0499,https://alabamaworks.alabama.gov/vosnet/ContactUs.aspx?tab=4,33.4367,-86.0809,,7:45am-4:45pm Mon-Fri,Y,,,2,,Annette Caves,annette.caves@alcc.alabama.gov,256-521-0481
32746289,Community Service Programs of West Alabama,Youth Service Provider,601 Black Bears Way,,Tuscaloosa,AL,Alabama,35401,205-752-5429,,,https://www.cspwal.com/,33.19626,-87.54494,,,,,,1,,Sontonia Stephens,sstephens@cspwal.com,205-752-5429
32746522,Easter Seals of West Alabama,Youth Service Provider,"1400 James I. Harrison, Jr. Pkwy East",,Tuscaloosa,AL,Alabama,35405,205-759-1211,eswa@eswaweb.org,,https://www.eswaweb.org/,33.176237,-87.51755,,,,,,1,Programs for justice-impacted job seekers,Renee McMullen,rmcmullen@eswaweb.org,205-759-1211
74262,Tuscaloosa Area Career Center,Comprehensive Center,202 Skyland Drive,,Tuscaloosa,AL,Alabama,35405,205-758-7591,tuscaloosa@alcc.alabama.gov,205-758-1925,https://alabamaworks.alabama.gov/vosnet/ContactUs.aspx?tab=2,33.167577,-87.537482,,"7:45 am - 4:45 pm, Monday - Friday",Y,,,1,,Chudy Okoye,Chudy.Okoye@alcc.alabama.gov,205-758-7591 ext.859810
32746288,Circle of Care Center for Families,Youth Service Provider,2200 35th Place,,Valley,AL,Alabama,36854,334-768-4091,support@thecirclecares.com,,https://www.facebook.com/CircleOfCareCenterForFamilies/,32.838722152165,-85.181001497217,,,,,,1,,Nancy Poole,circleofcare@knology.net,334-768-4091
32746303,Boys and Girls Club of Saline County - Covenant Connections Club,Youth Service Provider,1501 Woody Drive,,Alexander,AR,Arkansas,72002,501-682-9800,,501-315-8181,https://www.scbgclub.com/,34.638914,-92.495079,,,,,,1,,Tyrone Fogle,tyrone@scbgclub.com,501-682-9800
32746301,Boys and Girls Club of Saline County - Riverside Club,Youth Service Provider,105 Cox Street,,Benton,AR,Arkansas,72015,501-943-5992,,501-315-8181,https://www.scbgclub.com/,34.5624190623189,-92.5719336801992,,,,,,1,,Jasen Kelly,jasen@scbgclub.com,501-315-8100
31333,Arkansas Workforce Center at Conway,Comprehensive Center,1500 North Museum Road,Suite 111,Conway,AR,Arkansas,72032,501-730-9894,,501-730-9869,https://www.workforcear.com/,35.098817,-92.418681,,8:00am to 4:30pm Monday - Friday,Y,,,1,,Aisha Rodgers,Aisha.Rodgers@capdd.org,501-730-9866
31215445,Arkansas Workforce Center at Crossett,Affiliate Center,304 North Alabama,PO Box 1220,Crossett,AR,Arkansas,71635,870-619-4737,claudia.freeman@southeastarkansas.org,870-376-4936,,33.132331,-91.963072,,"Monday - Thursday 8:00 am to 4:30 pm, Friday 8:00 am to 12:00 pm",Y,,,1,,Burgundy Stallings,burgundy.stallings@southeastarkansas.org,870-224-7075
32801317,UA Cossatot Community College- YouthBuild,Youth Service Provider,183 College Dr.,,De Queen,AR,Arkansas,71832,870-584-1135,,,https://www.cccua.edu/community-workforce/youthbuild.html,34.043587,-94.367854,,,,,,1,,Leslie Daniels,ldaniels@cccua.edu,870-584-1135
51477,Arkansas Workforce Center at Fayetteville,Affiliate Center,2153 East Joyce Boulevard,Suite 201,Fayetteville,AR,Arkansas,72701,479-521-5730,,479-521-1595,https://nwaedd.org/workforce-development/,36.119239,-94.130634,,8:00am to 4:30pm Monday - Friday,Y,,,1,,James Moss,jmoss@nwaedd.org,479-587-7230
32498418,Arkansas Workforce Center-Forrest City,Comprehensive Center,1700 B New Castle Rd,,Forrest City,AR,Arkansas,72235,870-633-2900,alice.williford@arkansas.gov,870-633-6590,https://dws.arkansas.gov/workforce-services/arkansas-workforce-centers/,35.041416,-90.769346,,"8:00am to 4:30pm, Monday to Friday",Y,,,1,,Joann Lieblong,Joann.Lieblong@arkansas.gov,870-633-2900
32498414,Arkansas Workforce Center at Fort Smith,Comprehensive Center,616 Garrison Ave,"Suite 101, PO Box 1987",Fort Smith,AR,Arkansas,72901,479-783-0231,Vanessa.caldwell@arkansas.gov,479-783-2132,https://dws.arkansas.gov/workforce-services/arkansas-workforce-centers/,35.386455,-94.424879,,8-4:30 M-F,Y,,,1,,Arkansas Rehabilitation Services,Dana.byrum@arkansas.gov,479-755-3300
2154139,Arkansas Workforce Center at Harrison,Affiliate Center,818 N. Hwy. 62-65,,Harrison,AR,Arkansas,72601,870-741-8236,,870-741-7901,https://nwaedd.org/workforce-development/,36.252967,-93.122421,,8:00am to 4:30pm Monday - Friday,Y,,,1,,David Bell,davidleebell@windstream.net,
80766,Arkansas Workforce Center at Hope,Comprehensive Center,205 Smith Road,Suite A,Hope,AR,Arkansas,71801,870-777-3421,,870-722-2912,https://dws.arkansas.gov/workforce-services/arkansas-workforce-centers/,33.696967,-93.593992,,"8:00am to 4:30pm, Monday - Friday",Y,,,1,,Lori White,lori.white@arkansas.gov,870-777-3421
80196,Arkansas Workforce Center at Hot Springs,Comprehensive Center,201 Market St,"Suite 300,  PO Box 2278 (71914)",Hot Springs,AR,Arkansas,71901,501-525-3450,AESD.HotSprings@aesd.arkansas.gov,501-525-3944,https://wcapdd.org/workforce-centers,34.507643,-93.054938,,8:00am to 4:30pm Monday - Friday,Y,,,1,,Rene Taylor,rtaylor@wcapdd.org,501-701-1627
32746302,Boys and Girls Club of Saline County - Cedar Mountain Club,Youth Service Provider,5050 N Hwy 7,PO Box 8603,Hot Springs Village,AR,Arkansas,71909,501-984-6996,,501-315-8181,https://www.scbgclub.com/,34.65818,-93.06604,,,,,,1,,Susan Clark,susan@scbgclub.com,501-984-6996
16914,Arkansas Workforce Center at Jonesboro,Comprehensive Center,2311 E. Nettleton Avenue,,Jonesboro,AR,Arkansas,72401,870-935-5594,,870-935-0024,https://www.neaworks.com/,35.8276,-90.676456,,8:00am - 4:30pm Monday - Friday,Y,,,1,,Mike Willyerd,mwillyerd@neaworks.com,870-930-2169
